"Season","Team","G","PA","HR","R","RBI","SB","BB%","K%","ISO","BABIP","AVG","OBP","SLG","wOBA","xwOBA","wRC+","BsR","Off","Def","WAR"
"1987","SFG","2285","6250","205","783","731","126","8.2%","17.5%",".170",".288",".260",".324",".430",".326","","101","-18.6","-7.4","56.4","26.1"
"2013","STL","2341","6202","125","783","745","45","7.8%","17.9%",".133",".314",".269",".332",".401",".322","","104","-9.1","21.0","35.0","26.1"
"1933","PHA","1673","6050","139","875","831","34","10.3%","10.2%",".156",".302",".285",".362",".441",".371","","109","-8.3","66.6","-27.7","26.1"
"2015","HOU","2333","6073","230","729","691","121","8.0%","22.9%",".187",".292",".250",".315",".437",".325","","108","8.1","66.8","-19.6","26.1"
"1905","PIT","1511","5790","22","692","564","202","6.6%","",".084","",".266",".320",".350",".324","","97","2.1","-16.6","56.5","26.1"
"1888","STL","1243","5215","36","789","591","468","7.9%","",".074","",".250",".316",".324",".307","","98","17.3","1.5","60.4","26.0"
"2001","ARI","2180","6349","208","818","776","71","9.2%","16.6%",".175",".294",".267",".341",".442",".336","","97","-2.6","-31.4","88.6","26.0"
"1876","CHI","595","2818","8","624","441","","2.5%","1.6%",".080",".341",".337",".353",".417",".356","","135","0.0","148.0","42.9","26.0"
"1922","NYY","1602","5998","95","757","677","62","8.3%","8.8%",".124",".305",".287",".353",".411",".355","","98","0.9","-11.9","83.8","26.0"
"1978","MON","2104","6064","121","633","589","80","6.5%","14.5%",".125",".281",".254",".306",".379",".308","","91","0.5","-58.3","109.0","26.0"
"1998","SEA","1858","6331","234","859","823","115","8.8%","17.1%",".192",".302",".276",".345",".468",".353","","109","5.9","77.8","-30.5","26.0"
"1927","CHC","1657","6018","74","750","692","65","8.0%","8.2%",".116",".302",".284",".346",".400",".348","","101","8.8","13.3","57.9","26.0"
"1974","OAK","2001","6048","132","689","637","164","9.4%","14.5%",".127",".270",".247",".321",".373",".319","","106","-1.5","36.1","16.0","26.0"
"1979","LAD","2060","6188","183","739","713","106","9.0%","13.5%",".149",".279",".263",".331",".412",".330","","104","4.6","36.6","8.3","26.0"
"1938","CIN","1670","5878","110","723","679","19","6.2%","8.8%",".129",".291",".277",".327",".406",".337","","102","1.8","15.6","75.4","26.0"
"1888","PHA","1225","5208","31","827","624","434","5.8%","",".094","",".250",".305",".344",".308","","105","17.5","54.1","9.4","26.0"
"2017","MIN","2324","6261","206","815","781","95","9.5%","21.4%",".174",".306",".260",".334",".434",".329","","103","14.4","39.7","7.2","26.0"
"1952","NYG","1916","5891","151","722","663","30","9.1%","11.4%",".144",".269",".256",".329",".399",".339","","100","-0.6","2.1","49.3","25.9"
"2000","CHW","1791","6410","216","978","926","119","9.2%","15.0%",".184",".309",".286",".356",".470",".357","","106","5.3","58.5","-9.6","25.9"
"1999","NYY","1891","6416","193","900","855","104","11.2%","15.2%",".171",".309",".282",".366",".453",".358","","111","-4.9","90.4","-39.9","25.9"
"2016","SFG","2404","6271","130","715","675","79","9.1%","17.7%",".140",".299",".258",".329",".398",".315","","96","-2.8","-34.8","92.8","25.9"
"1910","DET","1582","5746","28","679","548","249","8.0%","",".083","",".261",".329",".344",".332","","106","8.3","45.7","17.3","25.9"
"2004","SDP","2316","6313","139","768","722","52","9.0%","14.4%",".141",".301",".273",".342",".414",".329","","103","8.1","30.5","22.3","25.9"
"1972","LAD","1853","5903","98","584","543","82","8.1%","13.3%",".104",".283",".256",".319",".360",".310","","98","3.9","-8.0","40.9","25.9"
"2006","PHI","2410","6509","216","865","823","92","9.6%","18.5%",".180",".302",".267",".347",".447",".341","","100","18.5","15.5","34.6","25.9"
"2010","SFG","2354","6143","162","697","660","55","7.9%","17.9%",".151",".293",".257",".321",".408",".320","","98","-18.3","-31.6","95.2","25.8"
"1983","CHW","1969","6164","157","800","762","165","8.5%","14.4%",".150",".285",".262",".329",".413",".330","","102","12.3","23.3","24.0","25.8"
"2018","STL","2464","6200","205","759","725","63","8.5%","22.3%",".160",".294",".249",".321",".409",".316","","99","12.9","7.9","47.1","25.8"
"1893","NYG","1268","5418","61","941","768","299","9.3%","5.2%",".117",".302",".293",".366",".410",".371","","106","12.3","71.2","27.7","25.8"
"1973","SFG","2077","6274","161","739","684","112","9.4%","14.6%",".144",".287",".262",".335",".407",".333","","102","4.9","21.0","26.3","25.8"
"1924","PIT","1609","5833","44","724","658","181","6.3%","6.8%",".113",".304",".287",".336",".400",".342","","93","10.4","-38.0","106.8","25.8"
"1889","PHA","1265","5464","43","880","680","252","9.8%","9.1%",".102",".299",".275",".354",".377",".353","","107","-14.9","48.5","27.5","25.8"
"1964","NYY","1999","6358","162","730","688","54","8.2%","15.4%",".134",".278",".253",".317",".387",".312","","97","5.9","-17.5","87.1","25.8"
"1946","STL","1865","6020","81","712","665","58","8.8%","8.9%",".115",".283",".265",".334",".381",".339","","101","8.5","17.1","47.8","25.7"
"1916","NYG","1672","5686","42","597","500","206","6.3%","9.8%",".090",".277",".253",".307",".343",".316","","104","-6.2","13.6","31.7","25.7"
"2002","MIN","2289","6196","167","768","731","79","7.6%","17.6%",".165",".309",".272",".332",".437",".334","","101","-5.6","1.1","45.0","25.7"
"1993","DET","1701","6505","178","899","853","104","11.8%","17.2%",".159",".313",".275",".362",".434",".354","","114","-3.8","104.8","-54.8","25.7"
"2013","BAL","2246","6144","212","745","719","79","6.8%","18.3%",".171",".288",".260",".313",".431",".323","","101","13.8","16.4","22.7","25.7"
"1907","PIT","1548","5650","19","634","485","264","8.3%","",".070","",".254",".325",".324",".322","","103","15.2","33.3","5.6","25.7"
"1971","DET","2062","6196","179","701","652","35","8.7%","13.8%",".150",".271",".254",".325",".405",".330","","104","-7.6","16.3","27.3","25.7"
"2013","ATL","2293","6133","181","688","656","64","8.8%","22.6%",".153",".300",".249",".321",".402",".318","","102","-5.7","3.8","50.1","25.6"
"1965","LAD","2014","6107","78","608","548","172","8.1%","14.6%",".091",".279",".245",".312",".335",".291","","91","5.9","-53.9","100.0","25.6"
"1961","SFG","1959","5887","183","773","709","79","8.6%","13.0%",".159",".276",".264",".329",".423",".331","","101","-4.5","1.5","54.8","25.6"
"1988","PIT","2189","6091","110","651","619","119","9.1%","15.5%",".123",".278",".247",".317",".369",".308","","98","-3.6","-15.6","67.6","25.6"
"1970","MIN","2200","6143","153","744","694","57","8.2%","14.7%",".141",".288",".262",".327",".403",".325","","97","-7.4","-30.0","89.6","25.6"
"1922","CIN","1651","5943","45","766","686","130","7.3%","6.4%",".106",".312",".296",".353",".401",".351","","99","-19.6","-31.1","75.0","25.6"
"1936","DET","1651","6232","94","921","848","73","10.4%","7.4%",".131",".315",".300",".377",".431",".375","","101","-11.2","-5.0","45.0","25.6"
"1946","BRO","2058","6136","55","701","642","100","11.3%","9.4%",".100",".284",".260",".348",".361",".340","","101","16.6","20.1","39.4","25.6"
"2018","CHC","2490","6369","167","761","722","66","9.0%","21.8%",".152",".313",".258",".333",".410",".321","","100","2.2","3.4","44.0","25.6"
"1920","CHW","1568","6030","37","794","695","109","7.9%","5.8%",".107",".311",".295",".357",".402",".358","","101","3.0","11.0","32.9","25.5"
"2016","LAD","2491","6164","189","725","680","45","8.5%","21.4%",".160",".294",".249",".319",".409",".314","","97","2.0","-20.2","77.9","25.5"
"1986","HOU","2199","6095","125","654","613","163","8.8%","15.0%",".126",".284",".255",".322",".381",".311","","97","2.0","-18.3","68.8","25.5"
"1979","PIT","2189","6332","148","775","710","180","7.6%","13.5%",".143",".296",".272",".330",".416",".327","","98","11.1","-5.1","41.4","25.5"
"1938","WAS","1732","6158","85","814","768","65","9.3%","6.1%",".124",".302",".293",".362",".416",".360","","99","-5.8","-16.4","44.5","25.5"
"1929","NYG","1756","6060","136","897","829","85","8.0%","6.7%",".140",".301",".296",".358",".436",".362","","97","14.6","-11.6","75.5","25.5"
"1915","SLT","1660","5992","23","634","546","195","9.6%","8.2%",".084",".285",".261",".340",".345",".335","","99","35.0","30.1","39.8","25.5"
"1909","BOS","1576","5574","20","596","474","215","6.2%","",".070","",".263",".321",".333",".323","","105","3.4","32.3","26.8","25.5"
"2013","LAD","2336","6145","138","649","618","78","7.7%","18.6%",".133",".308",".264",".326",".396",".317","","103","-8.0","14.7","37.2","25.5"
"1956","CHW","1942","6122","128","776","726","70","10.1%","10.7%",".130",".282",".267",".349",".397",".336","","99","4.6","-6.5","50.0","25.4"
"2006","TOR","2329","6241","199","809","778","65","8.2%","14.5%",".179",".306",".284",".348",".463",".349","","107","-15.0","43.6","3.4","25.4"
"1983","HOU","2082","6173","97","643","615","164","8.4%","14.1%",".118",".286",".257",".320",".375",".309","","97","-5.7","-27.1","73.0","25.4"
"2015","CHC","2406","6200","171","689","657","95","9.1%","24.5%",".154",".305",".244",".321",".398",".313","","96","15.1","-15.8","63.6","25.4"
"1933","NYG","1775","5939","82","636","598","31","6.3%","8.0%",".097",".276",".263",".312",".361",".314","","95","5.1","-29.4","103.2","25.4"
"1931","STL","1758","5989","60","815","751","114","7.2%","7.9%",".125",".305",".286",".342",".411",".347","","99","21.6","16.6","54.1","25.4"
"2014","SFG","2353","6087","132","665","636","56","7.0%","20.5%",".133",".304",".255",".311",".388",".308","","99","0.5","-5.1","52.8","25.4"
"1932","BRO","1798","5944","110","752","703","61","6.5%","9.7%",".137",".301",".283",".334",".420",".342","","102","11.1","27.8","43.8","25.4"
"2013","OAK","2313","6209","186","767","725","74","9.2%","19.0%",".165",".289",".254",".327",".419",".327","","108","10.0","66.2","-32.4","25.4"
"1903","CLE","1307","5225","31","639","550","175","5.0%","",".108","",".265",".308",".373",".322","","104","4.1","31.5","42.1","25.4"
"1992","BAL","1731","6292","148","705","680","89","10.3%","13.1%",".138",".279",".259",".340",".398",".334","","107","-2.3","43.9","-5.6","25.4"
"2004","CHC","2290","6281","235","789","755","66","7.8%","17.2%",".190",".292",".268",".328",".458",".336","","98","-12.0","-26.2","74.9","25.4"
"1995","SFG","1992","5603","152","652","610","138","8.4%","18.9%",".151",".292",".253",".323",".404",".320","","93","6.3","-45.0","112.3","25.4"
"1988","SFG","2188","6178","113","670","629","121","8.9%","16.6%",".120",".284",".248",".318",".368",".308","","100","-10.2","-7.9","53.4","25.3"
"1980","PHI","2182","6269","117","728","674","140","7.5%","11.3%",".130",".288",".270",".327",".400",".324","","100","2.6","4.2","41.7","25.3"
"1985","BAL","1905","6212","214","818","773","69","9.7%","14.6%",".167",".279",".263",".336",".430",".340","","111","-5.3","76.8","-37.3","25.3"
"1906","PIT","1508","5686","12","622","497","162","7.5%","",".066","",".261",".324",".327",".321","","102","-8.1","5.7","36.5","25.3"
"2018","ATL","2377","6251","175","759","717","90","8.2%","20.6%",".161",".302",".257",".324",".417",".319","","96","12.6","-18.5","66.8","25.3"
"2021","CHW","2292","6084","190","796","757","57","9.6%","22.8%",".166",".310",".256",".336",".422",".329","","109","-0.9","68.2","-22.7","25.3"
"1892","CLE","1387","6004","26","855","687","225","9.2%","8.9%",".086",".278",".254",".328",".340",".328","","99","-10.8","-20.2","60.0","25.3"
"1908","SLB","1572","5726","20","543","447","126","6.0%","",".065","",".245",".296",".310",".298","","100","-9.2","-10.8","53.5","25.3"
"1918","CIN","1305","4762","15","530","447","128","6.4%","6.4%",".089",".296",".278",".330",".366",".340","","115","0.4","71.6","0.1","25.3"
"1976","KCR","1913","6199","65","713","656","218","7.8%","10.5%",".103",".291",".269",".327",".371",".322","","103","3.0","25.6","17.8","25.3"
"1915","CWH","1707","5788","50","641","558","161","7.7%","10.0%",".095",".282",".257",".320",".352",".327","","103","28.6","46.4","25.8","25.2"
"1969","ATL","2019","6098","141","691","640","59","8.0%","10.9%",".121",".271",".258",".321",".380",".317","","92","-4.2","-56.9","88.1","25.2"
"1932","WAS","1792","6141","61","840","776","70","8.2%","7.2%",".124",".300",".284",".347",".408",".345","","96","-8.3","-40.7","78.8","25.2"
"1992","ATL","2251","6143","138","682","641","126","8.0%","15.0%",".134",".280",".254",".316",".388",".316","","95","0.8","-32.3","79.2","25.2"
"1996","NYM","2235","6220","147","746","697","97","7.2%","17.2%",".143",".307",".270",".324",".412",".321","","94","-3.6","-50.7","120.2","25.2"
"1926","CHW","1703","6035","32","731","666","123","9.1%","6.3%",".102",".307",".289",".360",".390",".354","","99","-11.3","-22.9","55.4","25.2"
"1927","PHA","1842","6089","56","841","767","101","9.1%","5.3%",".111",".316",".304",".373",".415",".369","","102","-11.6","8.3","30.6","25.2"
"2007","MIL","2330","6238","231","801","774","96","8.0%","18.2%",".194",".289",".262",".329",".456",".337","","100","7.4","7.7","44.1","25.1"
"1976","LAD","2017","6125","91","608","561","144","7.9%","12.1%",".099",".273",".251",".313",".349",".305","","91","6.9","-53.3","91.2","25.1"
"1952","PHI","1709","5874","93","657","606","60","9.2%","9.1%",".116",".275",".260",".332",".376",".332","","98","1.7","-11.7","56.5","25.1"
"1992","PIT","2253","6269","106","693","656","110","9.1%","13.9%",".126",".283",".255",".324",".381",".316","","100","0.2","-3.6","43.0","25.1"
"2016","TOR","2349","6233","221","759","728","54","10.1%","21.9%",".178",".289",".248",".330",".426",".327","","104","-9.0","21.9","8.8","25.1"
"1916","DET","1766","5969","17","673","560","190","9.1%","8.9%",".086",".291",".264",".337",".350",".335","","103","-0.5","20.7","14.9","25.1"
"1905","CHC","1466","5810","12","667","522","267","7.7%","",".070","",".245",".313",".314",".308","","90","14.9","-51.6","84.3","25.1"
"1943","WAS","1679","5965","47","666","619","142","10.1%","9.6%",".093",".278",".254",".336",".347",".331","","102","5.9","21.5","13.9","25.1"
"1991","TEX","1981","6441","177","829","774","102","9.3%","16.1%",".154",".301",".270",".341",".424",".342","","112","0.4","93.5","-62.2","25.1"
"1970","PIT","2054","6231","130","729","676","66","7.1%","14.0%",".136",".297",".270",".325",".406",".323","","95","1.6","-39.0","68.9","25.0"
"2010","STL","2347","6241","150","736","689","79","8.7%","16.5%",".139",".296",".263",".332",".402",".322","","99","1.8","-6.8","59.6","25.0"
"1996","ATL","2227","6293","197","773","735","83","8.4%","16.4%",".162",".297",".270",".333",".432",".333","","99","-4.2","-12.5","80.4","25.0"
"1931","WAS","1719","6186","49","843","788","72","7.8%","7.4%",".115",".304",".286",".346",".400",".346","","97","-14.8","-38.9","67.3","25.0"
"1985","NYM","2073","6248","134","695","651","117","8.7%","14.0%",".128",".281",".257",".323",".385",".313","","99","0.4","-6.1","42.7","25.0"
"1969","SFG","2050","6375","136","713","657","71","11.2%","16.5%",".119",".275",".242",".334",".361",".318","","98","4.5","-11.7","25.5","25.0"
"1962","MIN","2067","6362","185","798","758","33","10.2%","12.9%",".152",".274",".260",".338",".412",".335","","99","-0.7","-4.9","65.6","24.9"
"1979","CAL","1667","6311","164","866","808","100","9.3%","13.4%",".148",".304",".282",".351",".429",".347","","113","0.7","102.0","-68.2","24.9"
"1984","SDP","2132","6119","109","686","629","152","7.7%","13.2%",".112",".284",".259",".317",".371",".308","","95","3.2","-32.5","70.1","24.9"
"1904","NYH","1481","5724","27","598","499","163","5.5%","",".088","",".259",".308",".347",".315","","98","-2.4","-12.1","56.5","24.9"
"1972","NYY","1899","5793","103","557","526","71","8.5%","11.9%",".108",".269",".249",".316",".357",".308","","105","0.6","29.3","27.3","24.9"
"1984","TOR","1913","6286","143","750","702","193","7.3%","13.0%",".148",".296",".273",".331",".421",".335","","103","11.8","35.2","4.0","24.9"
"2010","BOS","2327","6356","211","818","782","68","9.2%","17.9%",".183",".299",".268",".339",".451",".345","","109","-7.2","59.7","-43.4","24.9"
"1998","BAL","2017","6304","214","817","783","86","9.4%","14.3%",".174",".291",".273",".347",".447",".347","","109","-3.8","66.0","-29.3","24.9"
"1888","DET","1216","5202","51","721","571","193","5.9%","7.6%",".098",".278",".263",".313",".361",".318","","111","-33.0","44.6","12.0","24.9"
"2016","CLE","2366","6155","185","777","733","134","8.6%","20.2%",".168",".304",".262",".329",".430",".326","","100","15.8","14.1","16.8","24.9"
"1988","CIN","2127","6063","122","641","588","207","7.9%","15.2%",".122",".273",".246",".309",".368",".303","","91","15.7","-45.4","93.4","24.9"
"2014","DET","2330","6202","155","757","731","106","7.1%","18.4%",".150",".319",".277",".331",".426",".331","","112","-7.3","73.0","-41.9","24.8"
"1963","CHW","2018","6242","114","683","648","64","9.1%","14.4%",".114",".279",".250",".323",".365",".309","","98","4.4","-13.5","77.5","24.8"
"1978","CIN","2245","6194","136","710","669","137","10.3%","14.5%",".138",".282",".256",".334",".393",".328","","103","5.9","23.9","3.7","24.8"
